Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
GINI index (World Bank estimate),SI.POV.GINI,Sierra Leone,SLE,..,34,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Singapore,SGP,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Slovak Republic,SVK,27.3,26.5,26.1,28.1,26.1,26.5,..,..
GINI index (World Bank estimate),SI.POV.GINI,Slovenia,SVN,24.9,24.9,25.6,26.2,25.7,25.4,..,..
GINI index (World Bank estimate),SI.POV.GINI,Solomon Islands,SLB,..,..,..,37.1,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Somalia,SOM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,South Africa,ZAF,63.4,..,..,..,63,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,South Sudan,SSD,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Spain,ESP,35.2,35.7,35.4,36.2,36.1,36.2,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sri Lanka,LKA,..,..,39.2,..,..,..,39.8,..
GINI index (World Bank estimate),SI.POV.GINI,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,St. Lucia,LCA,..,..,..,..,..,..,51.2,..
GINI index (World Bank estimate),SI.POV.GINI,St. Martin (French part),MAF,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sudan,SDN,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Suriname,SUR,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sweden,SWE,27.7,27.6,27.6,28.8,28.4,29.2,..,..
GINI index (World Bank estimate),SI.POV.GINI,Switzerland,CHE,32.6,31.7,31.6,32.5,32.5,32.3,..,..
GINI index (World Bank estimate),SI.POV.GINI,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tajikistan,TJK,..,..,..,..,..,34,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tanzania,TZA,..,37.8,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Thailand,THA,39.4,37.5,39.3,37.8,37,36,36.9,36.5
GINI index (World Bank estimate),SI.POV.GINI,Timor-Leste,TLS,..,..,..,..,28.7,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Togo,TGO,..,46,..,..,..,43.1,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tonga,TON,..,..,..,..,..,37.6,..,..
GINI index (World Bank estimate),SI.POV.GINI,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tunisia,TUN,35.8,..,..,..,..,32.8,..,..
GINI index (World Bank estimate),SI.POV.GINI,Turkey,TUR,38.8,40,40.2,40.2,41.2,42.9,41.9,..
GINI index (World Bank estimate),SI.POV.GINI,Turkmenistan,TKM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Tuvalu,TUV,39.1,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Uganda,UGA,..,..,41,..,..,..,42.8,..
GINI index (World Bank estimate),SI.POV.GINI,Ukraine,UKR,24.8,24.6,24.7,24.6,24,25.5,25,..
GINI index (World Bank estimate),SI.POV.GINI,United Arab Emirates,ARE,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,United Kingdom,GBR,34.4,33.2,32.3,33.2,34,33.2,..,..
GINI index (World Bank estimate),SI.POV.GINI,United States,USA,40.4,..,..,41,..,..,41.5,..
GINI index (World Bank estimate),SI.POV.GINI,Uruguay,URY,44.5,42.2,39.9,40.5,40.1,40.2,39.7,39.5
GINI index (World Bank estimate),SI.POV.GINI,Uzbekistan,UZB,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Vanuatu,VUT,37.6,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Vietnam,VNM,39.3,..,35.6,..,34.8,..,35.3,..
GINI index (World Bank estimate),SI.POV.GINI,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,West Bank and Gaza,PSE,35.3,34.4,..,..,..,..,33.7,..
GINI index (World Bank estimate),SI.POV.GINI,"Yemen, Rep.",YEM,..,..,..,..,36.7,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Zambia,ZMB,55.6,..,..,..,..,57.1,..,..
GINI index (World Bank estimate),SI.POV.GINI,Zimbabwe,ZWE,..,43.2,..,..,..,..,..,..
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,
Last Updated: 09/27/2019,,,,,,,,,,,
