seller.a,seller.b,competition
ABW,MNT,0.095897088173749645
ABW,MOZ,0.032675403038893915
ABW,MRT,0.03526537780616746
ABW,MUS,-0.009559702551191866
ABW,MWI,0.03264638814265921
ABW,MYS,0.010316108232947858
ABW,NAM,0.00439951543264157
ABW,NCL,0.024355222002189796
ABW,NER,0.20995103747057386
ABW,NGA,6.532220961488075e-4
ABW,NIC,0.017734757264091336
ABW,NIU,0.16695089538321373
ABW,NLD,0.34811661710029773
ABW,NOR,6.862476618792829e-4
ABW,NPL,0.07741528295317422
ABW,NRU,0.1753089973307393
ABW,NZL,0.13637031788889714
ABW,OAS,0.028392337503476094
ABW,OMN,0.020204915279832224
ABW,PAK,-0.004188486020949609
ABW,PAN,0.1217082320053067
ABW,PCN,-0.01629991681335042
ABW,PER,0.03861426927774166
ABW,PHL,0.008409550875433177
ABW,PNG,0.16957223747203443
ABW,POL,0.004040622672787298
ABW,PRK,0.04207622546092986
ABW,PRT,0.04017722427774667
ABW,PRY,0.03362735098926344
ABW,PYF,0.04714299113896383
ABW,QAT,0.015432568134254882
ABW,ROM,-7.152466308974281e-6
ABW,RUS,0.001606154604111164
ABW,RWA,-0.014561734918957734
ABW,SAU,0.0011290877399485779
ABW,SEN,0.06267815712720037
ABW,SER,-0.00863397916921537
ABW,SGP,0.14202849763219486
ABW,SHN,0.009424781864596091
ABW,SLB,0.1381264188007704
ABW,SLE,-0.004028909805921926
ABW,SLV,0.014752535818543074
ABW,SMR,-0.003573273126936577
ABW,SOM,-0.00923080558736264
ABW,STP,-0.012163655598388537
ABW,SUD,-0.0036146327937170808
ABW,SUR,0.18080108130414946
ABW,SVK,-0.004394035643804156
ABW,SVN,-0.0035433822169021905
ABW,SWE,0.015318314560278963
ABW,SWZ,0.0710227288100662
ABW,SYC,0.04139628999397581
ABW,SYR,0.032143319575082596
ABW,TCA,0.14861528797210805
ABW,TCD,-0.010218273902953946
ABW,TGO,0.01917631313065597
ABW,THA,0.004309438093314926
ABW,TJK,-0.008853485397622598
ABW,TKL,0.19103269893120933
ABW,TKM,0.0030322935398662113
ABW,TMP,-0.036221869076421734
ABW,TTO,0.09770430240418226
ABW,TUN,-0.007970861735018412
ABW,TUR,0.006316355143684759
ABW,TZA,-0.0019782443292862143
ABW,UGA,-8.385573611757043e-5
ABW,UKR,-0.004696128215661276
ABW,URY,0.01434282239683807
ABW,USA,0.015335368989245967
ABW,UZB,0.0931002518465608
ABW,VAT,0.36953871711395747
ABW,VCT,0.03472012471452219
ABW,VEN,0.03906862979902338
ABW,VGB,0.05189171732885017
ABW,VNM,-0.003414871307364171
ABW,WLF,-0.04888988030352138
ABW,YEM,0.07519878041114136
ABW,ZAF,0.0027874624012980786
ABW,ZAR,0.020689779857147574
ABW,ZMB,-0.0010520637000456402
ABW,ZWE,-0.004007564913909263
AFG,ABW,0.01673526777863946
AFG,AIA,0.371542659341644
AFG,ALB,-0.005266957753845378
AFG,AND,-0.006313120411728451
AFG,ARE,0.01396654035675204
AFG,ARG,0.008566079787136317
AFG,ARM,0.030871601217690944
AFG,ASM,0.13798746887914654
AFG,ATA,0.002696067724540183
AFG,ATG,0.007598758122920372
AFG,AUS,0.08236890989047504
AFG,AUT,-0.006444704696392236
AFG,AZE,0.029584948711503363
AFG,BDI,0.9926253090529156
AFG,BEL,0.0059375802596062675
AFG,BEN,0.8284978410239606
AFG,BFA,0.8334553719422011
AFG,BGD,-0.007456258272220877
AFG,BGR,-0.008457308614166386
AFG,BHR,0.016174100597055055
AFG,BHS,0.005477794855411497
AFG,BIH,-0.004801230164654841
AFG,BLR,0.008829787072530255
AFG,BLZ,0.23846143565425995
AFG,BMU,0.05741983608988407
AFG,BOL,0.3812041824028381
AFG,BRA,0.011595089082870363
AFG,BRB,0.010059978851863613
AFG,BRN,0.014107045535740353
AFG,BTN,0.03317551811709731
AFG,BWA,0.0720618151104693
AFG,CAF,0.08840073987424767
AFG,CAN,0.0014891857395014588
AFG,CCK,0.019761158029243206
AFG,CHE,0.0498554142787248
AFG,CHL,0.04218875359946539
AFG,CHN,-0.010556273574099079
AFG,CIV,0.5631896782090704
AFG,CMR,0.21697852800669606
AFG,COG,0.24599558690654041
AFG,COK,0.05909699350166042
AFG,COL,0.026790553869420978
AFG,COM,0.38119715104338786
AFG,CPV,1.7323024093189124e-4
AFG,CRI,0.05483853080427037
AFG,CUB,-0.0057372898248016484
AFG,CUW,0.30592604173425
AFG,CXR,0.6135207786489594
AFG,CYM,0.32246111553305734
AFG,CYP,0.04297180110789951
AFG,CZE,-0.006149664565728165
AFG,DEU,-0.016406601129577664
AFG,DJI,0.030965271917399766
AFG,DMA,0.042141947653882135
AFG,DNK,-0.0036368161453910757
AFG,DOM,0.03959668829072858
AFG,DZA,0.0015368502343693232
AFG,ECU,0.059376457760329716
AFG,EGY,0.18177475491670891
AFG,ERI,0.9923931950696881
AFG,ESP,-0.006059396340317462
AFG,EST,-0.002392953700202227
AFG,ETH,0.05674166344366594
AFG,FIN,-1.9978362284933969e-4
AFG,FJI,0.002162840758338451
AFG,FLK,0.3652951644632151
AFG,FRA,-0.006409847667795145
AFG,GAB,0.341315598899754
AFG,GBR,0.03221199610441958
AFG,GEO,0.05777633384566181
AFG,GHA,0.48724819529403596
AFG,GIB,0.03144304258743906
AFG,GIN,0.2953531026338959
AFG,GMB,0.9312318074373058
AFG,GNB,0.9995853730655417
AFG,GNQ,0.013373447903032921
AFG,GRC,-3.955018187880332e-4
AFG,GRD,0.2830313235350029
AFG,GRL,0.0039200319179954314
AFG,GTM,0.043196102106455615
AFG,GUY,0.7318267804090663
AFG,HKG,0.0520620295530221
AFG,HND,0.03380125447835464
AFG,HRV,-0.006582284693679632
AFG,HTI,0.0016813633669241052
AFG,HUN,-0.006549185133146814
AFG,IDN,0.01538652625961835
AFG,IND,0.04800013336019994
AFG,IOT,-0.0089868464197261
AFG,IRL,0.0010585074091844352
AFG,IRN,0.13421498359803755
AFG,IRQ,0.5533226910715051
AFG,ISL,-0.00117952800282484
AFG,ISR,0.02383159243657974
AFG,ITA,-0.014324787687194475
AFG,JAM,0.0427823098091683
AFG,JOR,-9.456683414598213e-4
AFG,JPN,-0.009616236378720838
AFG,KAZ,-0.0012271228196918712
AFG,KEN,0.0351960710859238
AFG,KGZ,0.05241678396529942
AFG,KHM,-0.005985387029433959
AFG,KNA,0.19153246658888431
AFG,KOR,-0.006029890204489853
AFG,KWT,-7.202489860156894e-4
AFG,LAO,-0.0019203372646487877
AFG,LBN,0.012562466363396736
AFG,LBR,0.933789211537523
AFG,LBY,0.8761879224962166
AFG,LCA,0.3916578656259296
AFG,LKA,0.03646559270691979
AFG,LSO,0.3828794176625937
AFG,LTU,0.0012063710469625108
AFG,LUX,0.03254183911192935
AFG,LVA,0.003249466738116563
AFG,MAC,0.15922064843726516
AFG,MAR,-0.001668472279801425
AFG,MDA,0.01281444472154726
AFG,MDG,0.04574291138113158
AFG,MDV,0.051347142791068126
AFG,MEX,1.2833288004966247e-4
AFG,MHL,0.4242252475732173
AFG,MKD,-0.005005742832103407
AFG,MLI,0.2639069216259173
AFG,MLT,0.005103339099276572
AFG,MMR,0.003780789764635033
AFG,MNG,0.19296137337547212
AFG,MNT,0.0018530415401111524
AFG,MOZ,0.06062325500365743
AFG,MRT,0.9677775124463145
AFG,MUS,0.010768564032716598
AFG,MWI,0.08462409394259095
AFG,MYS,-0.0055340267232445355
AFG,NAM,0.08192165654851631
AFG,NCL,0.031944439263812
AFG,NER,0.570104815806914
AFG,NGA,0.36652202186157307
AFG,NIC,0.0035551123379352267
AFG,NIU,0.3109950906403269
AFG,NLD,-0.006162029117149286
AFG,NOR,-3.178177039628737e-4
AFG,NPL,0.09152206037086438
AFG,NRU,0.5603553683734083
AFG,NZL,0.04875201012398977
AFG,OAS,-0.0032818626294705486
AFG,OMN,0.02281443787347961
AFG,PAK,0.036041575571278156
AFG,PAN,0.14755341150381784
AFG,PCN,-0.02994369167573511
AFG,PER,0.05753836194548126
AFG,PHL,-0.0025968207207086643
AFG,PNG,-0.0031819438795692018
AFG,POL,-0.008351912935983117
AFG,PRK,0.04817318673093109
AFG,PRT,-0.008680348206530828
AFG,PRY,-0.0035357573934851278
AFG,PYF,0.10188846749174815
AFG,QAT,1.8547886133530648e-4
AFG,ROM,-0.00966458473000781
AFG,RUS,0.022520723626612556
AFG,RWA,0.9780673829005846
AFG,SAU,0.014367674598270343
AFG,SEN,0.32853292027795256
AFG,SER,-2.3492626870420723e-4
AFG,SGP,0.013721839296248279
AFG,SHN,-0.0144196671516153
AFG,SLB,0.004002875703156321
AFG,SLE,0.017508628801000892
AFG,SLV,-0.00268413660609098
AFG,SMR,-0.00840325747932405
AFG,SOM,0.5578554321243367
AFG,STP,0.050344079295968326
AFG,SUD,0.48805621336651495
AFG,SUR,0.991232494281622
AFG,SVK,0.010226501087813393
AFG,SVN,-0.006957164708293071
AFG,SWE,-0.0020994492108101157
AFG,SWZ,0.022138018298510698
AFG,SYC,0.03736971502420623
AFG,SYR,0.10668159491206947
AFG,TCA,0.12186467077773631
AFG,TCD,0.3796922705255572
AFG,TGO,0.43896198931605185
AFG,THA,-0.005780283871870762
AFG,TJK,-7.406606909485558e-4
AFG,TKL,0.2393597690729845
AFG,TKM,0.036764008002113276
AFG,TMP,-0.0014503756046423321
AFG,TTO,0.011175893128890167
AFG,TUN,-0.004576135647959888
AFG,TUR,0.016151721546261353
AFG,TZA,0.7704618942903643
AFG,UGA,0.24850912162798325
AFG,UKR,0.005526330320137876
AFG,URY,0.10474092579672682
AFG,USA,0.005180025523749757
AFG,UZB,0.0014230653796748775
AFG,VAT,-0.006581060346984267
AFG,VCT,0.09608231793079772
AFG,VEN,0.2622824923648413
AFG,VGB,0.36293598388530884
AFG,VNM,-0.001648189453389969
AFG,WLF,0.05704943971501319
AFG,YEM,0.5400007674217067
AFG,ZAF,0.1459205785125435
AFG,ZAR,0.12150975187414308
AFG,ZMB,0.08094593274074778
AFG,ZWE,0.8956518056200098
AGO,ALB,0.578587223132208
AGO,ARG,0.5647554796799974
AGO,AUS,0.48102584105039975
AGO,AUT,-0.18903238287220372
AGO,BEL,0.47443451946248005
AGO,BGD,0.5146678425774053
AGO,BGR,0.35349107076098435
AGO,BIH,0.5909097413621096
AGO,BLR,0.34762585706942506
AGO,BRA,0.35995889848500623
AGO,CAN,0.7434629199706398
AGO,CHE,0.6346170943034363
AGO,CHL,0.2143046333585906
AGO,CHN,0.18562051272967806
AGO,CIV,0.852603095087793
AGO,CMR,0.5616528261094427
AGO,COL,0.478091577746977
AGO,CRI,-0.5868636185298353
AGO,CYP,0.5835557524783813
AGO,CZE,-0.023857158014246156
AGO,DEU,0.1361066038375006
AGO,DMA,0.6736787786746572
AGO,DNK,0.32604873406201046
AGO,DOM,0.3031077097919245
AGO,EGY,-0.9744046022359004
AGO,ESP,0.1494932996043825
AGO,EST,0.5583214664448547
AGO,ETH,0.34436466695621815
AGO,FIN,-0.06143310199207179
AGO,FRA,0.030644164928660234
AGO,GAB,-1
AGO,GBR,0.4733832482736447
AGO,GEO,0.23078568266813
AGO,GHA,0.9910294607235115
AGO,GRC,-0.39682698818455897
AGO,GTM,0.634893175471656
AGO,HKG,0.6734953134422755
AGO,HND,0.6939493069808109
AGO,HRV,0.19625132511670204
AGO,HUN,-0.3325480609531865
AGO,IDN,0.23277467533630405
AGO,IND,0.4572489881552127
AGO,IRL,0.6723249678095818
AGO,ISL,0.6552500690703221
AGO,ITA,0.555760766191948
AGO,JOR,0.3073280645859107
AGO,JPN,0.5091975122512679
AGO,KEN,0.5875563652777598
AGO,KHM,0.25261713685407894
AGO,KOR,0.5047378023801122
AGO,LKA,0.6064852625653563
AGO,LTU,0.2781686175201698
AGO,LUX,-0.4245308911118003
AGO,LVA,-0.24381578413159205
AGO,MAR,0.3206953604369286
AGO,MDA,0.667841444613742
AGO,MEX,0.401127183745057
AGO,MKD,-0.9667006832916938
AGO,MLT,0.5512470144914658
AGO,MMR,0.32713237485363855
AGO,MOZ,-0.4925444398229545
AGO,MUS,-0.8863694705721994
AGO,MYS,0.12949482575804294
AGO,NAM,-0.9300878208561918
AGO,NGA,0.7939920936861669
AGO,NLD,-0.23736338597227924
AGO,NOR,0.006711347163879342
AGO,NPL,0.4695143920539925
AGO,NZL,0.5388062671160795
AGO,OAS,0.5593483061715908
AGO,PAK,-0.20375458064276475
AGO,PAN,0.6182851482482284
AGO,PER,0.5316062530260337
AGO,PHL,0.3951206711686538
AGO,PNG,1
AGO,POL,-0.30145953655286234
AGO,PRT,-0.008114541876890825
AGO,ROM,0.41850636695011073
AGO,RUS,0.3020656161598664
AGO,RWA,1
AGO,SER,0.2396908316959041
AGO,SGP,0.4738560877878823
AGO,SLV,1
AGO,SVK,-0.4400226956517321
AGO,SVN,0.04420225673258608
AGO,SWE,0.43153800980110385
AGO,SWZ,-1
AGO,THA,0.4035520038192437
AGO,TUN,0.2932388684529465
AGO,TUR,0.6675016011758874
AGO,TZA,0.9963747093502242
AGO,UGA,1
AGO,UKR,0.03830961669922575
AGO,URY,0.43078032016370876
AGO,USA,0.6559133779276883
AGO,UZB,1
AGO,VEN,0.6124673888928972
AGO,VNM,0.25749502739305313
AGO,ZAF,-0.4286190863173259
AGO,ZMB,-0.24153064487870216
AGO,ZWE,-1
AIA,ABW,0.1270811933786612
AIA,AFG,0.371542659341644
AIA,ALB,-0.021184362443628587
AIA,AND,-0.020238191529696963
AIA,ARE,0.002087557707829869
AIA,ARG,0.31625345726408605
AIA,ARM,0.00845888087222946
AIA,ASM,-0.00283421627353793
AIA,ATA,-0.03857029408738395
AIA,ATG,0.06782568274375064
AIA,AUS,0.4100962717468293
AIA,AUT,0.10527968169026893
AIA,AZE,0.03765557286318529
AIA,BDI,-0.028987765750560515
AIA,BEL,0.16526583084908325
AIA,BEN,0.036492368092561164
AIA,BFA,0.30571438454201477
AIA,BGD,-0.01869311677704496
AIA,BGR,0.06751393592411553
AIA,BHR,-0.00903385800833675
AIA,BHS,0.06276066401653382
AIA,BIH,-0.028731670322176682
AIA,BLR,-0.012144479354766239
AIA,BLZ,0.054716454037055134
AIA,BMU,0.21895567998555912
AIA,BOL,0.46481458675262904
AIA,BRA,0.03910164847620823
AIA,BRB,0.5754957952633657
AIA,BRN,0.07557951490912362
AIA,BTN,0.7106364245394049
AIA,BWA,-0.02195645768247781
AIA,CAF,0.18600679726332212
AIA,CAN,0.05630236143287256
AIA,CCK,0.02840909669765203
AIA,CHE,0.041445035260451124
AIA,CHL,0.2788658357476025
AIA,CHN,-0.015210626156378792
AIA,CIV,0.15757878887720306
AIA,CMR,0.0064696379357755485
AIA,COG,0.14894899281225416
AIA,COK,0.23181165092268682
AIA,COL,0.06272188006855904
AIA,COM,-0.030577231920498552
AIA,CPV,0.026821812412101912
AIA,CRI,-0.005374452800658883
AIA,CUB,0.004192730751219395
AIA,CUW,0.015187194654360905
AIA,CXR,0.13296110753079007
AIA,CYM,0.0536057836381348
AIA,CYP,0.03309738783171292
AIA,CZE,0.04290579178197917
AIA,DEU,0.06736273650044193
AIA,DJI,0.05892736871655257
AIA,DMA,-0.004572508675116832
AIA,DNK,0.050381115742123284
AIA,DOM,0.061737729851742265
AIA,DZA,-0.002091095799862305
AIA,ECU,0.043446449313505095
AIA,EGY,0.013086576685587778
AIA,ERI,0.575201238403918
AIA,ESP,0.25100130775667956
AIA,EST,0.004757391789888502
AIA,ETH,0.04628429874514078
AIA,FIN,0.03905982198766407
AIA,FJI,0.03746305779201985
AIA,FLK,-0.008260844893918555
AIA,FRA,0.43501476096565483
AIA,GAB,0.057803828574879736
AIA,GBR,0.29760537164067813
AIA,GEO,0.014333849028519089
AIA,GHA,-0.0024784761908234997
AIA,GIB,0.001744066899177124
AIA,GIN,0.09922002644364732
AIA,GMB,0.011382664960215231
AIA,GNB,0.09509649834306122
AIA,GNQ,0.2949878724258219
AIA,GRC,0.1303421059365539
AIA,GRD,0.21732680418848818
AIA,GRL,-0.021374641914303896
AIA,GTM,6.456388226645103e-4
AIA,GUY,0.09999422695118756
AIA,HKG,0.06626596088879201
AIA,HND,-0.009129322477909143
AIA,HRV,0.028636784804660118
AIA,HTI,-0.01233624931026157
AIA,HUN,0.035906536027505806
AIA,IDN,-0.018351668436348174
AIA,IND,-0.004348805672693701
AIA,IOT,0.025818452488511397
AIA,IRL,0.09101592356334504
AIA,IRN,0.25027287969981743
AIA,IRQ,0.0011840354430667837
AIA,ISL,-0.00721135479208783
AIA,ISR,0.042106100092726466
AIA,ITA,0.3131773297452421
AIA,JAM,0.5251173071590759
AIA,JOR,-0.0027896266151878424
AIA,JPN,0.00474073496592187
AIA,KAZ,-0.013328179689218523
AIA,KEN,-9.42537325403748e-4
AIA,KGZ,-0.013156843426134124
AIA,KHM,-0.028552304329430976
AIA,KNA,0.07225098576206401
AIA,KOR,0.0029246938210368183
AIA,KWT,0.005644959996818211
AIA,LAO,-0.02504278379227455
AIA,LBN,0.12432592525336597
AIA,LBR,0.5715646491446484
AIA,LBY,-0.01479164959854776
AIA,LCA,0.08281246086391984
AIA,LKA,-0.024814722773983847
AIA,LSO,-0.026236370592662518
AIA,LTU,0.07267262756158144
AIA,LUX,0.011731575236551606
AIA,LVA,0.5699349794263059
AIA,MAC,0.059172816915394555
AIA,MAR,0.060659546564157396
AIA,MDA,0.005485459277500357
AIA,MDG,-0.026626748347949196
AIA,MDV,0.102715800241823
AIA,MEX,0.10478867092955203
AIA,MHL,0.09972870804004665
AIA,MKD,-0.025069208895246074
AIA,MLI,0.2110733367341801
AIA,MLT,-0.012457878230719607
AIA,MMR,-0.028904306446840007
AIA,MNG,0.23990491797292146
AIA,MNT,-0.001835155269367294
AIA,MOZ,-0.014735129409804343
AIA,MRT,0.10336869606051528
AIA,MUS,-0.028427364109021837
AIA,MWI,-0.018912830435337778
AIA,MYS,-0.010767652428422874
AIA,NAM,-0.012554284476250194
AIA,NCL,0.009322311328586973
AIA,NER,0.2062989229215439
AIA,NGA,0.009164360567679702
AIA,NIC,-0.004403512861927333
AIA,NIU,0.2684104628985323
AIA,NLD,0.1623106033576962
AIA,NOR,-0.011336542135715569
AIA,NPL,0.20744447825142812
AIA,NRU,0.0343534057751106
AIA,NZL,0.36601250156382087
AIA,OAS,-0.009698276825382355
AIA,OMN,0.0026411712425154004
AIA,PAK,0.004801035136666545
AIA,PAN,0.06877192019553748
AIA,PCN,-0.033309424900301934
AIA,PER,0.19552884574926063
AIA,PHL,-0.015766059451218783
AIA,PNG,0.15973417497470588
AIA,POL,0.08067490419919454
AIA,PRK,0.3280696324233513
AIA,PRT,0.12193893259446385
AIA,PRY,0.020158228643985057
AIA,PYF,0.3711833462652957
AIA,QAT,0.0014794961815586783
AIA,ROM,0.0999077156360646
AIA,RUS,0.0011536237688130613
AIA,RWA,-0.015261722685121411
AIA,SAU,7.307430316471552e-4
AIA,SEN,0.03034888131472727
AIA,SER,-0.006353963805230147
AIA,SGP,0.04813705677454721
AIA,SHN,0.008832823490827197
AIA,SLB,0.25359149139942183
AIA,SLE,0.16790988775116802
AIA,SLV,-0.004996432348613822
AIA,SMR,-0.03577754866000498
AIA,SOM,0.07029330603280405
AIA,STP,0.012767307035224851
AIA,SUD,0.15341484825495508
AIA,SUR,0.05158131363082175
AIA,SVK,0.014170870776399834
AIA,SVN,0.018534974620827614
AIA,SWE,0.1904277890949164
AIA,SWZ,-0.013861791888697125
AIA,SYC,0.019867163675832397
AIA,SYR,0.0378784081572735
AIA,TCA,0.040563074616181916
AIA,TCD,0.13809454425816084
AIA,TGO,0.06388941296704678
AIA,THA,-0.019080939201189886
AIA,TJK,-0.011508896246664135
AIA,TKL,0.09444862044637092
AIA,TKM,-0.005799346999848436
AIA,TMP,-0.02116521685342823
AIA,TTO,0.05454941405347234
AIA,TUN,0.08029057164764648
AIA,TUR,-0.018509936295315936
AIA,TZA,0.008062120094527718
AIA,UGA,0.10633128231657371
AIA,UKR,-0.017086447342207916
AIA,URY,0.22098624839788664
AIA,USA,-0.01765937268478478
AIA,UZB,0.009414781608524651
AIA,VAT,0.1141705957122546
AIA,VCT,0.026220383143343795
AIA,VEN,0.030209983342991027
AIA,VGB,0.22956794533243663
AIA,VNM,-0.02134698029079871
AIA,WLF,0.11455703777078591
AIA,YEM,0.17408001504843362
AIA,ZAF,0.09236201223871515
AIA,ZAR,0.6060113075277267
AIA,ZMB,0.08634471537832879
AIA,ZWE,0.019669627592552242
ALB,ABW,0.003746924762245156
ALB,AFG,-0.005266957753845378
ALB,AGO,0.578587223132208
ALB,AIA,-0.021184362443628587
ALB,AND,0.055079380130467155
ALB,ARE,0.025665256973800222
ALB,ARG,0.01240191389703087
ALB,ARM,0.11716634502969255
ALB,ASM,0.009364790135671064
ALB,ATA,-0.01745529784348051
ALB,ATG,-0.007674889470429379
ALB,AUS,0.018313538454146537
ALB,AUT,0.019688587639007566
ALB,AZE,0.27265618290858784
ALB,BDI,-0.020928948434517532
ALB,BEL,0.0716031566275576
ALB,BEN,-0.005309264490001604
ALB,BFA,-1.2159520269654143e-4
ALB,BGD,0.3041836338542789
ALB,BGR,0.14185351690311648
ALB,BHR,0.02540887968996824
ALB,BHS,-0.0032944343773450013
ALB,BIH,0.5520341819673171
ALB,BLR,0.022506140673164306
ALB,BLZ,0.0027305978250084595
ALB,BMU,-0.012195203247089437
ALB,BOL,2.6075380832414304e-4
ALB,BRA,0.1708400039976691
ALB,BRB,-0.008010688529883268
ALB,BRN,-0.005336970501503795
ALB,BTN,0.02347173164499724
ALB,BWA,-0.009609576186727949
ALB,CAF,-0.011967545398292156
ALB,CAN,0.035655818051501566
ALB,CCK,0.036033930068153405
ALB,CHE,0.05052555770265005
ALB,CHL,0.019145569289702537
ALB,CHN,0.10764309648763164
ALB,CIV,0.04711714483189553
ALB,CMR,0.28894054915872136
ALB,COG,0.08482714164733994
ALB,COK,-0.012304839783354
ALB,COL,0.09259054816953173
ALB,COM,-0.01640628566967479
ALB,CPV,0.12892180388788296
ALB,CRI,0.018964562308684065
ALB,CUB,-0.0028301949721154483
ALB,CUW,0.0035738436241657626
ALB,CXR,0.1041112358126702
ALB,CYM,-0.007451362258848309
ALB,CYP,0.008944985409803928
ALB,CZE,0.010285143475997047
ALB,DEU,0.02265418454763707
ALB,DJI,0.0025382696022465652
ALB,DMA,0.06958319420531416
ALB,DNK,0.03128739588125161
ALB,DOM,0.036585841813476586
ALB,DZA,0.3060579593050453
ALB,ECU,0.0496490243587333
ALB,EGY,0.30528311887255155
ALB,ERI,0.009003917307375384
ALB,ESP,0.053781486343157534
ALB,EST,-0.005725619193677188
ALB,ETH,0.011376473226322565
ALB,FIN,0.0025647666551954023
ALB,FJI,-0.007583665371451929
ALB,FLK,0.013350534991962634
ALB,FRA,0.04797808079448111
ALB,GAB,0.25489682798206387
ALB,GBR,0.041724425874263074
ALB,GEO,0.13777078104103088
ALB,GHA,0.2510660989721072
ALB,GIB,0.002475528860909656
ALB,GIN,-0.009936589671389677
ALB,GMB,0.01155221911948275
ALB,GNB,0.04230265562465083
ALB,GNQ,0.38780071522747256
ALB,GRC,0.029524221135872424
ALB,GRD,0.005823851366356561
ALB,GRL,0.03596938669019659
ALB,GTM,0.0047069050790549535
ALB,GUM,1
ALB,GUY,-0.013976213235013708
ALB,HKG,0.03492097978133451
